ChemSpider,SMILES,original_format_type,Protein Binding Number,units,Reference,Measurement_type,is_open,is_predicted
38311,O=C2N1/C(=C(\CS[C@@H]1[C@]2(OC)NC(=O)CSCC#N)CSc3nnnn3C)C(=O)O,% bound,70,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4514859,CC1=C(SC(=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O)CC(=O)O,% bound,81,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4586392,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N/OC)/C3=CSC(=N3)N)SC1)C(=O)O,% bound,37,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
23089536,CON=C(c1csc(n1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[n+]4cccc5c4CCC5)C(=O)[O-],% bound,11,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2563,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,% bound,25,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
5569,O=C2N1/C(=C(\CS[C@@H]1[C@@H]2NC(=O)Cc3sccc3)C[n+]4ccccc4)C([O-])=O,% bound,29,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
28486,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CSC3=CC=NC=C3)SC1)C(=O)O,% bound,62,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
34933,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O,% bound,12,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2609,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,% bound,87,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10248513,CNC1=NC2=C(C=C(C=C2)Cl)C(=[N+](C1)[O-])C3=CC=CC=C3,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10327,CC1=C(SC=N1)CCCl,% bound,64,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2616,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
580849,CN(C)CC/C=C\1/C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10469370,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=C(C(=O)[C@]3(C(=C2C(=O)C4=C(C=CC(=C41)Cl)O)O)O)C(=O)N)O)N(C)C)O,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
49583,CC1=NC=C2C(OCC2=C1O)C3=CC=C(C=C3)Cl,% bound,97,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4940183,CC1(C[C@@H]1C(=O)N/C(=C\CCCCSC[C@@H](C(=O)O)N)/C(=O)O)C,% bound,35,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2661,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2681,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2702,O=C(NN1C(CCCC1C)C)c2ccc(Cl)c(c2)S(=O)(=O)N,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4447592,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)C=C(C4=CC(=O)C=C[C@]34C)Cl)O,% bound,80,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2779,C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O,% bound,68,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
6470,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3,% bound,60,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
5632,CCC1(C(=NC(=O)N=C1O)O)C2=CCCCC2,% bound,70,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
5998,C1[C@H](C(=O)NO1)N,% bound,20,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
16736919,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2[C@H]1C(=O)O[C@@H]([C@@H](/C=C/C(=O)NC/C=C/C(=C/[C@H](CC(=O)CC3=NC(=CO3)C2=O)O)/C)C)C(C)C,% bound,53,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
5290202,[O-][N+](=O)c3ccc(c2oc(\C=N\N1C(=O)NC(=O)C1)cc2)cc3,% bound,89,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
38867,CCOC(=O)NC1=C(C(=O)C(=C(C1=O)N2CC2)NC(=O)OCC)N3CC3,% bound,79,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10183330,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10292746,C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@]5(C(=C([C@@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2944,CCN(CC)C(=O)N1CCN(CC1)C,% bound,0,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
6000,[Na+].[O-]S(=O)(=O)CN(C=2C(=O)N(c1ccccc1)N(C=2C)C)C,% bound,60,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3005,CCN(CC)C(=S)SSC(=S)N(CC)CC,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4447605,S3c1ccccc1/C(c2c(cccc2)C3)=C/CCN(C)C,% bound,85,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3056,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3079,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,% bound,98,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2902,C(CC(C(F)F)(C(=O)O)N)CN,% bound,0,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3175,CCC1(CC(=O)NC1=O)C,% bound,0,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3191,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,% bound,93,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3218,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,% bound,98,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
58860,C1=CC=C(C(=C1)CC(=O)O)OC2=C(C=C(C=C2)Cl)Cl,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3224,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,% bound,88,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3226,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,% bound,40,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
32612,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4450222,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,% bound,94,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3243,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F,% bound,85,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
102776,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)NC(=O)C(Cl)Cl)O,% bound,12,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
20037,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
8701,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@H]3[C@H](C[C@@]2([C@H]1C(=O)CO)C)O)C)F,% bound,90,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3255,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
48119,CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N,% bound,80,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3289,CC1=CNN=C1,% bound,0,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10799,C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O,% bound,84,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
1197,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC,% bound,90,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
6054,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)OC,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
16735831,O[C@H]2[C@@H](NC(=O)NS(=O)(=O)c1ccc(C)cc1)[C@H]3CC[C@]2(C)C3(C)C,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
82719,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C,% bound,100,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
30380,CC1=CC(=NO1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NN3CCCCCC3,% bound,93,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3367,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
389934,C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,% bound,80,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3530,C(=N)(NO)O,% bound,3,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
5694,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O,% bound,0,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4576628,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O,% bound,20,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3576,O(c1cccc2\C=C/Cc12)CC3OCCNC3,% bound,94,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
187608,C1=CC2=C(C(=C1)NS(=O)(=O)C3=CC=C(C=C3)S(=O)(=O)N)NC=C2Cl,% bound,98,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
31014,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43,% bound,82,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3599,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,% bound,5,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3604,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O,% bound,79,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2317145,O=C(Nc1c(c(I)cc(I)c1I)C(=O)O)COCCOCCOCC(=O)Nc2c(C(=O)O)c(I)cc(I)c2I.O[C@@H](CNC)[C@@H](O)[C@H](O)[C@H](O)CO,% bound,75,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
23362509,CC(C)[N+]1([C@@H]2CC[C@H]1C[C@H](C2)OC(=O)[C@H](CO)c3ccccc3)C,% bound,20,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3647,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,% bound,68,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3651,CC(COC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,% bound,0,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3689,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,% bound,35,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3690,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4470736,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2/C=C/C(=O)OC(C)(C)C)C(=O)OCC)C)C,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
570984,O=C\1OC/C(=C/1)[C@H]2CC[C@@]9(O)[C@]2(C)[C@H](O)C[C@H]8[C@H]9CC[C@H]7[C@]8(C)CC[C@H](O[C@@H]6O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)CO)[C@@H](OC(=O)C)C4)C)[C@@H](O)C5)[C@@H](O)C6)C7,% bound,25,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3810,CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
39116,CC(C)N1CCC(CC1)N(C2=CC=C(C=C2)Cl)C(=O)CC3=CC=CC=C3,% bound,85,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
12750,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3Cl,% bound,85,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3828,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,% bound,96,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4444450,C[C@]1(c2c(ccc(c2C(=C3[C@@H]1C[C@H]4[C@@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]4(C3=O)O)N(C)C)O)O)Cl)O,% bound,45,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4447549,C#C[C@@]2(O)CC[C@H]1[C@H]4[C@H](CC[C@@]12C)[C@@H]3\C(=C/CCC3)CC4,% bound,96,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3868,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3891,CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,% bound,75,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
21129,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,% bound,4,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3901,CN1CCN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,% bound,100,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3920,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2,% bound,40,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
64750,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)C)O,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
13085381,O=C\1O\C=C(/C=C/1)[C@H]2CC[C@@]6(O)[C@]2(C)CC[C@H]5[C@H]6CC/C4=C/[C@@H](O[C@@H]3O[C@H]([C@H](OC)[C@@H](O)[C@H]3O)C)CC[C@@]45C,% bound,96,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3926,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,% bound,90,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3934,COC1=CC(=CC(=C1OC)OC)CCN,% bound,45,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
6231,CC1(CC(=O)N(C1=O)C)C2=CC=CC=C2,% bound,0,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
6055,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,% bound,85,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
5862,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C,% bound,39,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
65239,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C,% bound,98,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
3971,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,% bound,83,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
7933,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,% bound,35,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
9300,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,% bound,66,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4044,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
46292,Cl.Cl.O=C2c1c(c(NCCNCCO)ccc1NCCNCCO)C(=O)c3c2c(O)ccc3O,% bound,85,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
59315,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,% bound,98,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4545,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,% bound,5,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4364,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,% bound,90,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4447642,C=C1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CC[N@@]3CC6CC6)O,% bound,38,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
26644,Fc3ccccc3C/2=N/CC(=O)N(c1c\2cc(Cl)cc1)CCN,% bound,98,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
8045428,O=C(Nc3ccc(c(Nc2nc(c1cccnc1)ccn2)c3)C)c4ccc(cc4)CN5CCNCC5,% bound,70,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4295,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3,% bound,73,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
913,C1=CC(=CN=C1)C(=O)O,% bound,22,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
31373,CN1C[C@@H](C[C@]2([C@H]1CC3=CN(C4=CC=CC2=C34)C)OC)COC(=O)C5=CC(=CN=C5)Br,% bound,94,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4350,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,% bound,88,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4371,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,% bound,67,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
2890,C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,% bound,97,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
388394,C1=CC(=C(C=C1[C@H](CN)O)O)O,% bound,50,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
5022837,O=C(O[C@@]2(C#C)CC[C@H]1[C@H]4[C@H](CC[C@@]12CC)[C@@H]3/C(=C\C(=N\O)CC3)CC4)C,% bound,100,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10481953,O=C\1CC[C@H]4C(=C/1)/CC[C@@H]3[C@@H]4CC[C@@]2(CC)[C@H]3CCC2(O)C#C,% bound,100,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4588647,C1=C[N+](=CC=C1/C=N/O)COC[N+]2=CC=C(C=C2)/C=N/O,% bound,2,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
9046,C1CN(CCN1CCCN2C3=CC=CC=C3C=CC4=CC=CC=C42)CCO,% bound,90,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
5667,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(COC(=O)C4)C,% bound,95,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4454,C1CN(CCN1CCCN2C3=CC=CC=C3NC2=O)C(C4=CC=CC=C4)C5=CC=CC=C5,% bound,91,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
4470,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,% bound,77,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
94610,O=C2N(c1ccc(O)cc1)N(C(=O)C2CCCC)c3ccccc3.O,% bound,99,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
10482174,C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=C(C(=O)[C@]3(C(=C2C(=O)C4=C1C=CC=C4O)O)O)C(=O)N)O)N(C)C)O)O,% bound,31,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
6271,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-],% bound,85,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
25844,CNC1=NC(=NC(=N1)N(C)C)N(C)C,% bound,75,%,J. Med. Chem., 2006, 49 (24), pp 7169–7181,Plasma Protein Binding,TRUE,FALSE
